City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Accident ID,State Name
"Unknown",2019,"December","Sunday",1899-12-30 16:18:00.000,"Serious",5,"Bus",6,5,"Hazy","Urban Road","Dry","Dawn","Signs",79,65,"Female","None","Yes","Curve",762,"Puducherry"
"Unknown",2023,"April","Sunday",1899-12-30 23:55:00.000,"Serious",2,"Pedestrian",8,5,"Foggy","Urban Road","Dry","Daylight","Police Checkpost",51,40,"Female","None","No","Intersection",772,"Jammu and Kashmir"
"Unknown",2022,"February","Monday",1899-12-30 20:21:00.000,"Serious",1,"Two-Wheeler",8,0,"Stormy","National Highway","Wet","Dark","Police Checkpost",107,67,"Female","None","Yes","Straight Road",774,"Chhattisgarh"
"Unknown",2020,"December","Tuesday",1899-12-30 08:14:00.000,"Serious",1,"Auto-Rickshaw",8,4,"Stormy","Urban Road","Wet","Daylight","None",63,31,"Male","None","No","Straight Road",779,"Haryana"
"Unknown",2022,"January","Sunday",1899-12-30 17:03:00.000,"Serious",4,"Pedestrian",9,5,"Hazy","State Highway","Wet","Dark","None",90,42,"Female","None","No","Straight Road",796,"Sikkim"
"Unknown",2023,"November","Thursday",1899-12-30 00:07:00.000,"Serious",5,"Pedestrian",6,3,"Rainy","Urban Road","Wet","Dusk","Police Checkpost",37,60,"Female","None","Yes","Curve",803,"Telangana"
"Unknown",2023,"July","Saturday",1899-12-30 07:11:00.000,"Serious",4,"Cycle",2,0,"Rainy","National Highway","Dry","Dawn","None",96,66,"Male","None","Yes","Curve",814,"Kerala"
"Unknown",2023,"December","Monday",1899-12-30 01:50:00.000,"Serious",2,"Bus",10,1,"Hazy","State Highway","Wet","Dusk","Signs",116,55,"Male","None","No","Intersection",822,"Bihar"
"Unknown",2022,"March","Sunday",1899-12-30 09:30:00.000,"Serious",3,"Auto-Rickshaw",10,2,"Stormy","Village Road","Dry","Dawn","Signs",82,60,"Male","None","No","Bridge",843,"Telangana"
"Unknown",2018,"October","Wednesday",1899-12-30 14:56:00.000,"Serious",2,"Truck",8,2,"Foggy","Village Road","Dry","Dusk","None",101,62,"Male","None","Yes","Curve",849,"Kerala"
"Unknown",2021,"May","Monday",1899-12-30 02:14:00.000,"Serious",3,"Truck",3,4,"Stormy","Urban Road","Wet","Dawn","Signs",75,68,"Female","None","No","Straight Road",862,"Jharkhand"
"Unknown",2019,"September","Tuesday",1899-12-30 22:38:00.000,"Serious",3,"Bus",6,5,"Rainy","State Highway","Dry","Daylight","Police Checkpost",42,69,"Male","None","Yes","Intersection",891,"Assam"
"Unknown",2021,"July","Wednesday",1899-12-30 21:54:00.000,"Serious",3,"Auto-Rickshaw",2,4,"Foggy","Village Road","Damaged","Dawn","Police Checkpost",76,23,"Male","None","No","Intersection",915,"Telangana"
"Unknown",2020,"May","Sunday",1899-12-30 07:19:00.000,"Serious",3,"Cycle",3,1,"Stormy","Urban Road","Wet","Dark","Police Checkpost",94,70,"Female","None","No","Bridge",956,"Jammu and Kashmir"
"Unknown",2020,"May","Friday",1899-12-30 12:27:00.000,"Serious",5,"Bus",6,0,"Rainy","Village Road","Dry","Dark","Police Checkpost",112,34,"Female","None","No","Straight Road",971,"Jammu and Kashmir"
"Unknown",2021,"February","Monday",1899-12-30 19:41:00.000,"Serious",5,"Auto-Rickshaw",7,3,"Foggy","National Highway","Wet","Daylight","Signs",33,56,"Male","None","No","Curve",995,"Mizoram"
"Unknown",2020,"November","Thursday",1899-12-30 03:10:00.000,"Serious",5,"Auto-Rickshaw",7,2,"Rainy","Urban Road","Under Construction","Dark","Signs",82,55,"Male","None","Yes","Straight Road",1000,"Jammu and Kashmir"
"Unknown",2023,"February","Wednesday",1899-12-30 02:50:00.000,"Serious",1,"Auto-Rickshaw",9,5,"Clear","State Highway","Dry","Dark","None",118,24,"Female","None","Yes","Straight Road",1020,"Bihar"
"Unknown",2018,"August","Wednesday",1899-12-30 17:27:00.000,"Serious",3,"Pedestrian",3,3,"Stormy","Village Road","Damaged","Dusk","Signs",63,68,"Female","None","No","Bridge",1026,"Nagaland"
"Unknown",2022,"October","Thursday",1899-12-30 13:37:00.000,"Serious",5,"Car",8,5,"Rainy","Urban Road","Under Construction","Daylight","Police Checkpost",113,45,"Female","None","No","Intersection",1033,"Goa"
"Unknown",2023,"March","Friday",1899-12-30 09:16:00.000,"Serious",4,"Car",6,5,"Foggy","Village Road","Dry","Dusk","Police Checkpost",86,67,"Male","None","Yes","Straight Road",1038,"Chandigarh"
"Unknown",2022,"March","Sunday",1899-12-30 10:04:00.000,"Serious",4,"Bus",6,1,"Stormy","Village Road","Wet","Daylight","Signs",98,48,"Female","None","Yes","Curve",1047,"Chandigarh"
"Unknown",2018,"July","Saturday",1899-12-30 13:38:00.000,"Serious",2,"Two-Wheeler",8,5,"Clear","State Highway","Under Construction","Daylight","Signals",65,52,"Female","None","No","Curve",1053,"Chhattisgarh"
"Unknown",2018,"November","Monday",1899-12-30 22:45:00.000,"Serious",3,"Pedestrian",7,0,"Hazy","Village Road","Under Construction","Dark","Signs",47,65,"Female","None","No","Bridge",1083,"Goa"
"Unknown",2020,"July","Tuesday",1899-12-30 12:46:00.000,"Serious",1,"Two-Wheeler",9,1,"Foggy","National Highway","Wet","Daylight","Police Checkpost",72,29,"Male","None","No","Bridge",1088,"Arunachal Pradesh"
"Unknown",2019,"August","Thursday",1899-12-30 03:06:00.000,"Serious",4,"Pedestrian",1,2,"Hazy","Urban Road","Dry","Dark","None",120,61,"Female","None","Yes","Curve",1101,"Nagaland"
"Unknown",2019,"May","Thursday",1899-12-30 22:35:00.000,"Serious",1,"Cycle",8,3,"Hazy","National Highway","Dry","Dark","Signs",67,61,"Female","None","No","Straight Road",1108,"Bihar"
"Unknown",2023,"January","Monday",1899-12-30 18:17:00.000,"Serious",1,"Car",7,0,"Hazy","State Highway","Damaged","Dawn","Police Checkpost",111,33,"Male","None","Yes","Bridge",1114,"Chhattisgarh"
"Unknown",2021,"January","Thursday",1899-12-30 07:10:00.000,"Serious",5,"Bus",3,2,"Hazy","State Highway","Wet","Dawn","Police Checkpost",66,35,"Female","None","Yes","Curve",1127,"Chhattisgarh"
"Unknown",2022,"June","Tuesday",1899-12-30 13:21:00.000,"Serious",3,"Cycle",6,4,"Clear","National Highway","Dry","Dark","None",110,70,"Male","None","No","Intersection",1147,"Bihar"
"Unknown",2020,"November","Wednesday",1899-12-30 14:04:00.000,"Serious",5,"Auto-Rickshaw",6,2,"Rainy","National Highway","Wet","Dusk","None",82,68,"Female","None","Yes","Bridge",1158,"Nagaland"
"Unknown",2023,"October","Sunday",1899-12-30 09:16:00.000,"Serious",3,"Bus",4,4,"Foggy","State Highway","Wet","Dark","Police Checkpost",55,53,"Male","None","No","Intersection",1165,"Goa"
"Unknown",2021,"April","Wednesday",1899-12-30 04:39:00.000,"Serious",1,"Two-Wheeler",5,2,"Foggy","National Highway","Wet","Daylight","Signals",97,69,"Male","None","No","Bridge",1169,"Chhattisgarh"
"Unknown",2019,"January","Tuesday",1899-12-30 12:50:00.000,"Serious",1,"Car",6,4,"Stormy","National Highway","Under Construction","Dawn","Signals",119,63,"Male","None","No","Bridge",1177,"Manipur"
"Unknown",2018,"January","Monday",1899-12-30 05:57:00.000,"Serious",1,"Bus",8,0,"Rainy","Village Road","Wet","Dawn","Signs",86,52,"Male","None","Yes","Curve",1188,"Punjab"
"Unknown",2023,"August","Monday",1899-12-30 04:41:00.000,"Serious",3,"Pedestrian",3,4,"Clear","Village Road","Wet","Dusk","Signs",111,40,"Female","None","Yes","Straight Road",1234,"Goa"
"Unknown",2018,"September","Friday",1899-12-30 12:52:00.000,"Serious",2,"Car",1,1,"Foggy","State Highway","Dry","Daylight","None",102,43,"Female","None","No","Curve",1237,"Arunachal Pradesh"
"Unknown",2020,"April","Saturday",1899-12-30 04:28:00.000,"Serious",5,"Cycle",6,0,"Hazy","State Highway","Under Construction","Dusk","Signals",39,65,"Male","None","Yes","Curve",1238,"Meghalaya"
"Unknown",2019,"October","Saturday",1899-12-30 09:02:00.000,"Serious",4,"Cycle",10,0,"Hazy","State Highway","Under Construction","Dawn","None",112,47,"Male","None","No","Intersection",1258,"Meghalaya"
"Unknown",2022,"June","Wednesday",1899-12-30 21:07:00.000,"Serious",5,"Pedestrian",1,0,"Rainy","National Highway","Dry","Dusk","Signals",61,64,"Male","None","No","Intersection",1292,"Sikkim"
"Unknown",2023,"October","Sunday",1899-12-30 08:21:00.000,"Serious",4,"Pedestrian",2,2,"Stormy","Urban Road","Under Construction","Dawn","Signs",77,41,"Male","None","No","Curve",1303,"Uttarakhand"
"Unknown",2018,"August","Thursday",1899-12-30 23:21:00.000,"Serious",4,"Bus",9,2,"Rainy","State Highway","Under Construction","Dark","Signs",56,39,"Female","None","Yes","Intersection",1307,"Chhattisgarh"
"Unknown",2021,"December","Tuesday",1899-12-30 16:22:00.000,"Serious",5,"Cycle",3,3,"Foggy","Urban Road","Damaged","Daylight","Signals",42,26,"Female","None","Yes","Intersection",1314,"Himachal Pradesh"
"Unknown",2022,"March","Tuesday",1899-12-30 05:20:00.000,"Serious",2,"Truck",8,4,"Hazy","National Highway","Dry","Dusk","Signs",31,49,"Male","None","No","Intersection",1332,"Sikkim"
"Unknown",2019,"June","Friday",1899-12-30 01:33:00.000,"Serious",4,"Cycle",10,0,"Foggy","National Highway","Under Construction","Dark","Signals",40,63,"Male","None","No","Straight Road",1333,"Jharkhand"
"Unknown",2022,"May","Thursday",1899-12-30 22:25:00.000,"Serious",1,"Pedestrian",7,5,"Foggy","National Highway","Dry","Dusk","Signals",69,19,"Male","None","No","Curve",1365,"Punjab"
"Unknown",2018,"May","Sunday",1899-12-30 03:36:00.000,"Serious",2,"Car",8,0,"Hazy","National Highway","Dry","Dusk","Signs",35,42,"Male","None","No","Bridge",1388,"Haryana"
"Unknown",2022,"January","Saturday",1899-12-30 05:04:00.000,"Serious",2,"Car",5,4,"Clear","National Highway","Damaged","Daylight","Signs",105,32,"Female","None","No","Curve",1392,"Chhattisgarh"
"Unknown",2023,"May","Thursday",1899-12-30 14:43:00.000,"Serious",3,"Car",8,5,"Stormy","National Highway","Dry","Dusk","Signs",100,69,"Female","None","Yes","Intersection",1406,"Mizoram"
"Unknown",2019,"January","Friday",1899-12-30 09:37:00.000,"Serious",1,"Two-Wheeler",3,5,"Rainy","Village Road","Damaged","Daylight","Police Checkpost",118,38,"Female","None","No","Straight Road",1409,"Assam"
"Unknown",2022,"September","Sunday",1899-12-30 20:40:00.000,"Serious",4,"Pedestrian",2,4,"Clear","State Highway","Under Construction","Dark","Signals",60,46,"Female","None","Yes","Bridge",1414,"Haryana"
"Unknown",2019,"December","Sunday",1899-12-30 02:32:00.000,"Serious",2,"Pedestrian",4,3,"Hazy","Village Road","Under Construction","Dark","Police Checkpost",62,32,"Female","None","Yes","Straight Road",1432,"Jharkhand"
"Unknown",2019,"January","Saturday",1899-12-30 08:06:00.000,"Serious",5,"Bus",1,2,"Clear","Village Road","Under Construction","Dusk","Police Checkpost",110,18,"Female","None","No","Intersection",1441,"Punjab"
"Unknown",2019,"June","Saturday",1899-12-30 06:17:00.000,"Serious",1,"Cycle",0,4,"Clear","State Highway","Wet","Dark","None",81,28,"Female","None","Yes","Curve",1444,"Telangana"
"Unknown",2023,"May","Saturday",1899-12-30 01:25:00.000,"Serious",4,"Cycle",4,1,"Hazy","National Highway","Under Construction","Daylight","Signs",70,47,"Female","None","Yes","Intersection",1455,"Arunachal Pradesh"
"Unknown",2021,"June","Wednesday",1899-12-30 10:57:00.000,"Serious",4,"Pedestrian",4,4,"Foggy","State Highway","Damaged","Dawn","Signals",105,24,"Male","None","Yes","Bridge",1490,"Madhya Pradesh"
"Unknown",2019,"December","Monday",1899-12-30 03:10:00.000,"Serious",3,"Two-Wheeler",8,4,"Foggy","Village Road","Wet","Daylight","Signs",82,62,"Male","None","Yes","Curve",1500,"Kerala"
"Unknown",2019,"December","Wednesday",1899-12-30 14:41:00.000,"Serious",2,"Cycle",0,3,"Stormy","State Highway","Dry","Dusk","Signs",92,30,"Male","None","No","Straight Road",1553,"Goa"
"Unknown",2023,"October","Sunday",1899-12-30 05:28:00.000,"Serious",5,"Pedestrian",1,4,"Clear","Urban Road","Under Construction","Dawn","Signs",64,35,"Male","None","Yes","Bridge",1560,"Sikkim"
"Unknown",2022,"April","Saturday",1899-12-30 07:34:00.000,"Serious",3,"Truck",4,1,"Rainy","Village Road","Damaged","Dawn","Signs",59,53,"Female","None","Yes","Intersection",1562,"Manipur"
"Unknown",2021,"December","Sunday",1899-12-30 19:59:00.000,"Serious",5,"Truck",2,4,"Stormy","Urban Road","Wet","Daylight","Signals",69,55,"Male","None","No","Intersection",1568,"Sikkim"
"Unknown",2020,"July","Monday",1899-12-30 13:46:00.000,"Serious",3,"Bus",10,1,"Stormy","Urban Road","Dry","Dusk","Signals",100,56,"Female","None","Yes","Bridge",1581,"Himachal Pradesh"
"Unknown",2019,"April","Sunday",1899-12-30 10:56:00.000,"Serious",4,"Bus",6,2,"Clear","State Highway","Wet","Dark","Police Checkpost",96,36,"Male","None","No","Curve",1585,"Puducherry"
"Unknown",2020,"January","Thursday",1899-12-30 21:32:00.000,"Serious",3,"Auto-Rickshaw",5,1,"Foggy","Urban Road","Wet","Dawn","Signals",75,52,"Male","None","Yes","Straight Road",1591,"Sikkim"
"Unknown",2019,"December","Wednesday",1899-12-30 01:03:00.000,"Serious",4,"Auto-Rickshaw",1,0,"Stormy","National Highway","Wet","Dark","Police Checkpost",77,37,"Male","None","No","Straight Road",1594,"Chhattisgarh"
"Unknown",2020,"July","Wednesday",1899-12-30 16:37:00.000,"Serious",1,"Cycle",0,0,"Clear","Urban Road","Wet","Dawn","Signals",87,45,"Male","None","No","Intersection",1598,"Jharkhand"
"Unknown",2020,"April","Sunday",1899-12-30 13:29:00.000,"Serious",3,"Cycle",6,5,"Rainy","Urban Road","Dry","Dusk","Signals",36,56,"Female","None","Yes","Intersection",1607,"Haryana"
"Unknown",2019,"November","Sunday",1899-12-30 19:43:00.000,"Serious",1,"Car",10,3,"Foggy","State Highway","Dry","Dusk","Signals",56,64,"Female","None","Yes","Bridge",1616,"Chandigarh"
"Unknown",2019,"May","Tuesday",1899-12-30 05:37:00.000,"Serious",4,"Bus",6,5,"Foggy","National Highway","Damaged","Daylight","Police Checkpost",42,29,"Male","None","Yes","Intersection",1634,"Meghalaya"
"Unknown",2018,"June","Friday",1899-12-30 00:02:00.000,"Serious",4,"Two-Wheeler",8,4,"Stormy","Village Road","Under Construction","Dark","None",39,45,"Male","None","No","Straight Road",1644,"Puducherry"
"Unknown",2019,"June","Monday",1899-12-30 02:45:00.000,"Serious",4,"Two-Wheeler",8,0,"Rainy","State Highway","Damaged","Daylight","Police Checkpost",76,65,"Female","None","Yes","Curve",1653,"Uttarakhand"
"Unknown",2021,"April","Thursday",1899-12-30 05:49:00.000,"Serious",4,"Pedestrian",1,5,"Foggy","State Highway","Dry","Daylight","Police Checkpost",77,52,"Male","None","No","Bridge",1666,"Telangana"
"Unknown",2023,"December","Monday",1899-12-30 22:35:00.000,"Serious",1,"Bus",2,1,"Clear","State Highway","Under Construction","Dark","None",80,39,"Male","None","Yes","Bridge",1667,"Tripura"
"Unknown",2018,"November","Tuesday",1899-12-30 07:47:00.000,"Serious",3,"Truck",5,3,"Clear","Village Road","Dry","Dark","Signs",109,52,"Female","None","No","Intersection",1693,"Madhya Pradesh"
"Unknown",2022,"September","Saturday",1899-12-30 21:34:00.000,"Serious",2,"Truck",3,0,"Foggy","Village Road","Damaged","Dark","Police Checkpost",71,28,"Female","None","No","Curve",1716,"Uttarakhand"
"Unknown",2019,"June","Sunday",1899-12-30 17:00:00.000,"Serious",5,"Car",4,5,"Rainy","National Highway","Damaged","Dark","Signals",118,34,"Female","None","Yes","Bridge",1718,"Sikkim"
"Unknown",2022,"November","Wednesday",1899-12-30 15:48:00.000,"Serious",1,"Cycle",7,0,"Clear","State Highway","Damaged","Daylight","Signals",90,31,"Male","None","Yes","Curve",1745,"Uttarakhand"
"Unknown",2019,"September","Sunday",1899-12-30 20:20:00.000,"Serious",5,"Two-Wheeler",10,3,"Stormy","Urban Road","Dry","Dawn","Signals",95,60,"Male","None","Yes","Intersection",1751,"Odisha"
"Unknown",2022,"May","Sunday",1899-12-30 02:28:00.000,"Serious",5,"Bus",1,5,"Foggy","State Highway","Wet","Dark","Signals",90,45,"Male","None","Yes","Straight Road",1792,"Assam"
"Unknown",2021,"September","Saturday",1899-12-30 21:08:00.000,"Serious",3,"Two-Wheeler",2,1,"Foggy","Village Road","Dry","Dark","Signs",111,25,"Male","None","No","Curve",1803,"Mizoram"
"Unknown",2018,"September","Tuesday",1899-12-30 15:13:00.000,"Serious",2,"Car",6,0,"Foggy","Urban Road","Dry","Dark","Signals",119,31,"Male","None","Yes","Straight Road",1813,"Telangana"
"Unknown",2021,"August","Monday",1899-12-30 07:16:00.000,"Serious",4,"Bus",8,0,"Foggy","State Highway","Under Construction","Dawn","Signs",73,33,"Male","None","Yes","Straight Road",1816,"Punjab"
"Unknown",2021,"November","Monday",1899-12-30 06:22:00.000,"Serious",1,"Cycle",1,0,"Hazy","Urban Road","Under Construction","Daylight","Police Checkpost",67,53,"Male","None","Yes","Curve",1834,"Punjab"
"Unknown",2022,"November","Sunday",1899-12-30 18:49:00.000,"Serious",3,"Truck",5,1,"Clear","State Highway","Dry","Dawn","Signals",37,32,"Male","None","No","Intersection",1844,"Odisha"
"Unknown",2022,"January","Monday",1899-12-30 11:17:00.000,"Serious",4,"Car",7,1,"Clear","Urban Road","Dry","Daylight","Police Checkpost",87,56,"Male","None","No","Curve",1874,"Mizoram"
"Unknown",2023,"February","Wednesday",1899-12-30 03:23:00.000,"Serious",3,"Bus",3,3,"Clear","National Highway","Dry","Daylight","Signals",49,30,"Female","None","Yes","Curve",1878,"Meghalaya"
"Unknown",2021,"May","Wednesday",1899-12-30 01:25:00.000,"Serious",5,"Truck",10,1,"Foggy","Urban Road","Wet","Dark","Signs",79,57,"Female","None","Yes","Straight Road",1882,"Kerala"
"Unknown",2022,"June","Monday",1899-12-30 10:49:00.000,"Serious",2,"Cycle",10,0,"Clear","National Highway","Wet","Dusk","Police Checkpost",72,24,"Male","None","Yes","Bridge",1891,"Sikkim"
"Unknown",2023,"October","Saturday",1899-12-30 23:39:00.000,"Serious",3,"Two-Wheeler",5,1,"Clear","Urban Road","Wet","Dawn","None",83,24,"Male","None","Yes","Curve",1903,"Bihar"
"Unknown",2021,"February","Thursday",1899-12-30 21:05:00.000,"Serious",1,"Two-Wheeler",3,0,"Clear","Village Road","Wet","Dusk","Signals",75,52,"Male","None","Yes","Straight Road",1945,"Arunachal Pradesh"
"Unknown",2021,"March","Wednesday",1899-12-30 21:42:00.000,"Serious",1,"Pedestrian",1,3,"Clear","National Highway","Damaged","Daylight","Signs",107,64,"Female","None","No","Bridge",1948,"Tripura"
"Unknown",2022,"February","Thursday",1899-12-30 01:15:00.000,"Serious",4,"Pedestrian",6,1,"Rainy","Village Road","Wet","Dusk","Signals",34,23,"Male","None","No","Intersection",1985,"Sikkim"
"Unknown",2021,"September","Friday",1899-12-30 09:01:00.000,"Serious",2,"Truck",10,3,"Stormy","National Highway","Dry","Dark","None",35,48,"Male","None","No","Bridge",1989,"Meghalaya"
"Unknown",2019,"October","Friday",1899-12-30 17:38:00.000,"Serious",4,"Truck",8,2,"Foggy","State Highway","Damaged","Daylight","Signals",51,49,"Female","None","No","Bridge",2012,"Tripura"
"Unknown",2020,"April","Monday",1899-12-30 00:36:00.000,"Serious",1,"Pedestrian",2,1,"Rainy","National Highway","Wet","Dark","Signals",85,19,"Female","None","No","Straight Road",2014,"Tripura"
"Unknown",2022,"November","Wednesday",1899-12-30 14:43:00.000,"Serious",2,"Truck",8,1,"Rainy","Urban Road","Under Construction","Dawn","None",76,23,"Female","None","No","Bridge",2020,"Arunachal Pradesh"
"Unknown",2019,"October","Thursday",1899-12-30 18:48:00.000,"Serious",2,"Auto-Rickshaw",7,5,"Hazy","State Highway","Damaged","Dawn","Signs",42,39,"Female","None","Yes","Curve",2023,"Bihar"
"Unknown",2021,"January","Tuesday",1899-12-30 05:21:00.000,"Serious",5,"Bus",2,5,"Hazy","National Highway","Wet","Daylight","Signals",101,58,"Male","None","Yes","Curve",2032,"Odisha"
"Unknown",2020,"December","Tuesday",1899-12-30 06:33:00.000,"Serious",2,"Truck",9,1,"Rainy","Village Road","Wet","Daylight","Police Checkpost",80,70,"Male","None","Yes","Curve",2033,"Chhattisgarh"
"Unknown",2022,"December","Tuesday",1899-12-30 05:43:00.000,"Serious",3,"Auto-Rickshaw",2,0,"Foggy","National Highway","Wet","Dusk","Signs",76,22,"Female","None","No","Curve",2060,"Nagaland"
"Unknown",2019,"September","Monday",1899-12-30 22:11:00.000,"Serious",5,"Auto-Rickshaw",5,1,"Foggy","National Highway","Wet","Daylight","Signals",45,53,"Male","None","Yes","Straight Road",2068,"Himachal Pradesh"
"Unknown",2022,"October","Saturday",1899-12-30 19:23:00.000,"Serious",4,"Cycle",0,3,"Hazy","State Highway","Under Construction","Dawn","None",47,23,"Female","None","No","Straight Road",2082,"Mizoram"
"Unknown",2020,"June","Friday",1899-12-30 15:56:00.000,"Serious",4,"Pedestrian",3,5,"Foggy","National Highway","Wet","Dark","Signals",42,36,"Male","None","No","Straight Road",2083,"Manipur"
"Unknown",2019,"October","Wednesday",1899-12-30 18:54:00.000,"Serious",2,"Two-Wheeler",8,2,"Foggy","National Highway","Under Construction","Dark","Signs",67,64,"Male","None","No","Intersection",2092,"Haryana"
"Unknown",2021,"December","Tuesday",1899-12-30 17:01:00.000,"Serious",1,"Bus",7,3,"Foggy","Village Road","Damaged","Daylight","Signals",46,46,"Male","None","No","Straight Road",2093,"Kerala"
"Unknown",2020,"December","Thursday",1899-12-30 01:13:00.000,"Serious",3,"Cycle",1,3,"Rainy","National Highway","Under Construction","Dawn","None",94,51,"Female","None","No","Curve",2109,"Uttarakhand"
"Unknown",2019,"June","Monday",1899-12-30 05:36:00.000,"Serious",3,"Cycle",9,2,"Stormy","State Highway","Damaged","Daylight","None",47,33,"Female","None","No","Bridge",2112,"Meghalaya"
"Unknown",2018,"February","Wednesday",1899-12-30 03:06:00.000,"Serious",3,"Car",3,0,"Clear","National Highway","Dry","Dark","None",70,46,"Male","None","Yes","Straight Road",2120,"Sikkim"
"Unknown",2021,"March","Friday",1899-12-30 05:42:00.000,"Serious",4,"Auto-Rickshaw",2,4,"Rainy","Village Road","Dry","Dark","Police Checkpost",107,67,"Female","None","Yes","Curve",2127,"Kerala"
"Unknown",2022,"March","Tuesday",1899-12-30 22:41:00.000,"Serious",4,"Two-Wheeler",1,5,"Clear","State Highway","Wet","Dusk","Signals",79,25,"Male","None","Yes","Curve",2132,"Chhattisgarh"
"Unknown",2019,"August","Sunday",1899-12-30 08:27:00.000,"Serious",2,"Bus",9,1,"Rainy","National Highway","Wet","Dark","None",58,46,"Male","None","Yes","Intersection",2134,"Bihar"
"Unknown",2021,"November","Friday",1899-12-30 18:01:00.000,"Serious",4,"Cycle",0,4,"Rainy","Urban Road","Dry","Dawn","Police Checkpost",76,46,"Male","None","No","Bridge",2167,"Nagaland"
"Unknown",2019,"August","Friday",1899-12-30 20:32:00.000,"Serious",4,"Truck",6,2,"Foggy","Urban Road","Under Construction","Dawn","Signs",84,62,"Female","None","Yes","Curve",2168,"Jharkhand"
"Unknown",2021,"November","Monday",1899-12-30 07:04:00.000,"Serious",4,"Auto-Rickshaw",0,5,"Foggy","State Highway","Damaged","Dark","Police Checkpost",71,21,"Female","None","No","Intersection",2185,"Himachal Pradesh"
"Unknown",2018,"November","Saturday",1899-12-30 09:30:00.000,"Serious",5,"Two-Wheeler",1,4,"Rainy","National Highway","Damaged","Dusk","None",108,32,"Female","None","No","Straight Road",2195,"Tripura"
"Unknown",2023,"November","Wednesday",1899-12-30 07:53:00.000,"Serious",1,"Truck",10,0,"Foggy","National Highway","Wet","Dusk","Signals",47,24,"Female","None","No","Bridge",2214,"Chhattisgarh"
"Unknown",2023,"September","Wednesday",1899-12-30 01:36:00.000,"Serious",5,"Truck",5,3,"Hazy","State Highway","Dry","Dusk","None",56,41,"Male","None","Yes","Intersection",2230,"Uttarakhand"
"Unknown",2020,"January","Monday",1899-12-30 15:34:00.000,"Serious",3,"Two-Wheeler",3,0,"Hazy","Village Road","Wet","Dawn","Signals",30,23,"Female","None","No","Curve",2242,"Telangana"
"Unknown",2021,"November","Sunday",1899-12-30 21:39:00.000,"Serious",1,"Two-Wheeler",0,2,"Rainy","State Highway","Dry","Dark","Police Checkpost",41,50,"Female","None","No","Intersection",2268,"Jammu and Kashmir"
"Unknown",2019,"May","Saturday",1899-12-30 22:32:00.000,"Serious",1,"Bus",9,5,"Clear","State Highway","Damaged","Dark","Police Checkpost",49,57,"Male","None","Yes","Intersection",2273,"Bihar"
"Unknown",2021,"November","Thursday",1899-12-30 23:58:00.000,"Serious",5,"Pedestrian",9,5,"Clear","State Highway","Dry","Dawn","None",85,31,"Male","None","Yes","Bridge",2288,"Himachal Pradesh"
"Unknown",2018,"April","Thursday",1899-12-30 00:41:00.000,"Serious",2,"Cycle",5,5,"Clear","National Highway","Damaged","Dark","Signs",96,46,"Female","None","No","Bridge",2306,"Puducherry"
"Unknown",2023,"May","Tuesday",1899-12-30 05:34:00.000,"Serious",3,"Truck",7,1,"Hazy","Urban Road","Dry","Dawn","Signs",64,50,"Female","None","No","Straight Road",2309,"Jharkhand"
"Unknown",2020,"May","Monday",1899-12-30 03:21:00.000,"Serious",3,"Auto-Rickshaw",2,3,"Foggy","Urban Road","Under Construction","Daylight","None",85,68,"Female","None","No","Straight Road",2321,"Assam"
"Unknown",2020,"November","Wednesday",1899-12-30 14:36:00.000,"Serious",5,"Car",6,5,"Hazy","National Highway","Damaged","Dawn","Police Checkpost",102,44,"Female","None","No","Curve",2330,"Chandigarh"
"Unknown",2021,"October","Thursday",1899-12-30 08:03:00.000,"Serious",1,"Pedestrian",10,4,"Foggy","Village Road","Under Construction","Dawn","Signs",59,38,"Male","None","No","Straight Road",2332,"Jammu and Kashmir"
"Unknown",2021,"February","Monday",1899-12-30 15:06:00.000,"Serious",3,"Auto-Rickshaw",7,4,"Hazy","State Highway","Damaged","Dark","Signs",75,68,"Male","None","No","Curve",2335,"Tripura"
"Unknown",2020,"December","Friday",1899-12-30 01:52:00.000,"Serious",3,"Pedestrian",5,2,"Clear","State Highway","Under Construction","Dark","Signals",98,44,"Male","None","No","Straight Road",2365,"Assam"
"Unknown",2018,"September","Saturday",1899-12-30 19:22:00.000,"Serious",1,"Truck",0,4,"Hazy","State Highway","Damaged","Dark","None",114,70,"Male","None","Yes","Intersection",2372,"Punjab"
"Unknown",2018,"March","Thursday",1899-12-30 19:14:00.000,"Serious",2,"Two-Wheeler",3,3,"Foggy","State Highway","Under Construction","Daylight","None",81,18,"Female","None","No","Bridge",2426,"Madhya Pradesh"
"Unknown",2022,"September","Thursday",1899-12-30 07:53:00.000,"Serious",2,"Pedestrian",1,3,"Rainy","National Highway","Wet","Daylight","Police Checkpost",37,20,"Male","None","Yes","Curve",2431,"Punjab"
"Unknown",2020,"August","Monday",1899-12-30 18:16:00.000,"Serious",2,"Bus",8,4,"Clear","National Highway","Dry","Dawn","Signs",54,47,"Male","None","Yes","Straight Road",2444,"Nagaland"
